,CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location,lat,lng
119,BURG - AUTO,01/24/2020 01:30:00 AM,20-906840,BURGLARY-AUTO,27X,2500 COURTLAND AV,Oakland,CA,"2500 COURTLAND AV
Oakland, CA
(37.780893, -122.204398)",37.7809634,-122.204312
120,MISDEMEANOR ASSAULT,04/09/2020 12:59:00 AM,20-018397,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35X,8600 HILLSIDE ST,Oakland,CA,"8600 HILLSIDE ST
Oakland, CA
(37.757666, -122.164138)",37.7579487,-122.1642768
121,BURG - AUTO,04/01/2020 07:10:00 PM,20-907991,BURGLARY-AUTO,22Y,00 PEMBROKE CT,Oakland,CA,"00 PEMBROKE CT
Oakland, CA",37.7999976,-122.1720199
122,,03/08/2020 04:00:00 PM,20-013764,MAIL/ETC THEFT/ETC,32X,1200 104TH AV,Oakland,CA,"1200 104TH AV
Oakland, CA
(37.737949, -122.171216)",37.7379886,-122.1711968
123,,03/09/2020 08:30:00 PM,20-013724,VEHICLE THEFT - AUTO,29X,6100 LAIRD AV,Oakland,CA,"6100 LAIRD AV
Oakland, CA
(37.777168, -122.18058)",37.7773862,-122.1805695
124,OTHER,03/20/2020 03:57:00 PM,20-015423,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,15X,200 E 18TH ST,Oakland,CA,"200 E 18TH ST
Oakland, CA
(37.800222, -122.253307)",37.8004308,-122.2534467
125,VANDALISM,04/01/2020 07:00:00 PM,20-017283,VIOLATION OF PROBATION-FELONY,20X,3000 E 9TH ST,Oakland,CA,"3000 E 9TH ST
Oakland, CA
(37.774568, -122.231174)",37.7757276,-122.230647
126,BURG - AUTO,03/27/2020 10:50:00 PM,20-907777,BURGLARY-AUTO,11X,600 POIRIER ST,Oakland,CA,"600 POIRIER ST
Oakland, CA
(37.847317, -122.265447)",37.8474821,-122.2656418
127,DUI,04/11/2020 09:46:00 PM,20-018786,DUI ALCOHOL/DRUGS,05Y,1800 14TH ST,Oakland,CA,"1800 14TH ST
Oakland, CA
(37.813704, -122.29867)",37.8137806,-122.2987464
128,DOMESTIC VIOLENCE,04/01/2020 09:00:00 AM,20-017198,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,13Y,7000 PINEHAVEN RD,Oakland,CA,"7000 PINEHAVEN RD
Oakland, CA
(37.846121, -122.212201)",37.8464928,-122.212271
129,ROBBERY,04/01/2020 02:19:00 PM,20-017237,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,23X,1500 35TH AV,Oakland,CA,"1500 35TH AV
Oakland, CA
(37.777353, -122.222134)",37.7773691,-122.2218572
130,BURG - AUTO,03/26/2020 04:25:00 PM,20-907740,BURGLARY-AUTO,26X,400 HIGH ST,Oakland,CA,"400 HIGH ST
Oakland, CA
(37.76593, -122.223338)",37.7653376,-122.2226323
131,BURG - AUTO,03/25/2020 12:45:00 PM,20-907706,BURGLARY-AUTO,18Y,2100 23RD AV,Oakland,CA,"2100 23RD AV
Oakland, CA
(37.78877, -122.23159)",37.78867830000001,-122.2313827
132,HOMICIDE,04/01/2020 07:17:00 PM,20-017297,MURDER:FIRST DEGREE,31Y,98TH AV & EDES AV,Oakland,CA,"98TH AV & EDES AV
Oakland, CA
(37.736405, -122.183166)",37.7364473,-122.1833183
133,BURG - AUTO,03/28/2020 01:00:00 AM,20-907782,BURGLARY-AUTO,15X,1900 LAKESHORE AV,Oakland,CA,"1900 LAKESHORE AV
Oakland, CA
(37.802387, -122.254098)",37.8026045,-122.2539093
134,ROBBERY,04/02/2020 10:30:00 AM,20-017361,ROBBERY-KNIFE OR CUTTING INSTRUMENT,01X,300 WATER ST,Oakland,CA,"300 WATER ST
Oakland, CA
(37.794257, -122.276148)",37.7948286,-122.2762554
135,WEAPONS,04/01/2020 04:43:00 PM,20-017263,CARRY CONCEALED WEAPON- UNLAWFUL POSSESS,24X,35TH AV & DAVIS ST,Oakland,CA,"35TH AV & DAVIS ST
Oakland, CA
(37.785847, -122.214021)",37.7858621,-122.21402
136,VANDALISM,03/28/2020 10:45:00 AM,20-907779,VANDALISM,16Y,1300 HAMPEL ST,Oakland,CA,"1300 HAMPEL ST
Oakland, CA
(37.806297, -122.224572)",37.8062615,-122.2246082
137,STOLEN VEHICLE,04/06/2020 05:00:00 PM,20-020061,VEHICLE THEFT - AUTO,21Y,3000 CAPP ST,Oakland,CA,"3000 CAPP ST
Oakland, CA
(37.793715, -122.216306)",37.7936927,-122.2162788
138,,04/08/2020 06:00:00 PM,20-018465,VEHICLE THEFT - AUTO,29X,6800 SUNNYMERE AV,Oakland,CA,"6800 SUNNYMERE AV
Oakland, CA
(37.776189, -122.167226)",37.7764511,-122.1674695
139,VANDALISM,03/27/2020 06:00:00 PM,20-907786,VANDALISM,10X,1000 60TH ST,Oakland,CA,"1000 60TH ST
Oakland, CA
(37.843628, -122.279444)",37.8438583,-122.279575
140,MISCELLANEOUS TRAFFIC CRIME,03/19/2020 05:45:00 PM,20-015286,FEL-MINOR POSS CONCEALED FIREARM,99X,1900 DAVIS ST (COSTCO),Oakland,CA,"1900 DAVIS ST (COSTCO)
Oakland, CA",37.72009329999999,-122.1820107
141,,03/08/2020 11:00:00 AM,20-013242,BURGLARY-FORCIBLE ENTRY,07X,2200 22ND ST,Oakland,CA,"2200 22ND ST
Oakland, CA",37.7905822,-122.2322625
142,,05/01/2020 04:30:00 AM,20-909649,BURGLARY-FORCIBLE ENTRY,20X,300 29TH AVE,Oakland,CA,"300 29TH AVE
Oakland, CA
(37.772057, -122.236204)",37.7723361,-122.2354632
143,STOLEN VEHICLE,03/03/2020 08:00:00 AM,20-012213,VEHICLE THEFT - AUTO,19X,1100 E 8TH ST,Oakland,CA,"1100 E 8TH ST
Oakland, CA
(37.789687, -122.250648)",37.7896378,-122.2505196
144,,04/30/2020 01:27:00 PM,20-021777,THEFT,23X,3500 INTERNATIONAL BLVD,Oakland,CA,"3500 INTERNATIONAL BLVD
Oakland, CA
(37.776166, -122.222719)",37.776243,-122.2228461
145,VANDALISM,04/15/2020 10:35:00 AM,20-908674,VANDALISM,14X,200 VERNON ST,Oakland,CA,"200 VERNON ST
Oakland, CA
(37.813509, -122.258949)",37.81363839999999,-122.2588416
146,PETTY THEFT,04/14/2020 11:11:00 AM,20-908570,THEFT,77X,JACKSON ST,Oakland,CA,"JACKSON ST
Oakland, CA",37.7992401,-122.266987
147,GRAND THEFT,04/15/2020 07:30:00 AM,20-908666,THEFT,13Z,6300 WESTOVER DR,Oakland,CA,"6300 WESTOVER DR
Oakland, CA
(37.830373, -122.196334)",37.829917,-122.196254
148,BURG - AUTO,03/07/2020 08:40:00 PM,20-906843,BURGLARY-AUTO,04X,WEBSTER ST & 22ND ST,Oakland,CA,"WEBSTER ST & 22ND ST
Oakland, CA
(37.810688, -122.265614)",37.8106911,-122.2655891
149,DOMESTIC VIOLENCE,02/25/2020 12:30:00 AM,20-010782,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,33X,1300 81ST AV,Oakland,CA,"1300 81ST AV
Oakland, CA
(37.754578, -122.182975)",37.7543735,-122.1827867
150,DOMESTIC VIOLENCE,02/27/2020 06:21:00 AM,20-011217,VANDALISM (AMENDED),26Y,1300 65TH AV,Oakland,CA,"1300 65TH AV
Oakland, CA
(37.761958, -122.195142)",37.7617828,-122.1955888
151,MISDEMEANOR ASSAULT,02/08/2020 09:18:00 AM,20-010679,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,25X,4000 MACARTHUR BLVD,Oakland,CA,"4000 MACARTHUR BLVD
Oakland, CA
(37.790482, -122.19766)",37.79058089999999,-122.1975711
152,GRAND THEFT,02/25/2020 01:04:00 PM,20-010797,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,14Y,500 VERNON ST,Oakland,CA,"500 VERNON ST
Oakland, CA
(37.817892, -122.250695)",37.8174626,-122.2501896
153,BURG - AUTO,04/02/2020 03:10:00 AM,20-908020,BURGLARY-AUTO,77X,GRAND AVE,Oakland,CA,"GRAND AVE
Oakland, CA",37.8156093,-122.2457368
154,GRAND THEFT,03/25/2020 07:55:00 PM,20-907787,GRAND THEFT,04X,1800 ALICE ST,Oakland,CA,"1800 ALICE ST
Oakland, CA
(37.805619, -122.264454)",37.8050813,-122.2640607
155,VANDALISM,04/01/2020 07:00:00 PM,20-017283,VANDALISM-$400+,20X,3000 E 9TH ST,Oakland,CA,"3000 E 9TH ST
Oakland, CA
(37.774568, -122.231174)",37.7757276,-122.230647
156,BURG - RESIDENTIAL,03/27/2020 11:20:00 PM,20-907791,BURGLARY-FORCIBLE ENTRY,24Y,2800 HUMBOLDT AV,Oakland,CA,"2800 HUMBOLDT AV
Oakland, CA
(37.790983, -122.208577)",37.7908169,-122.2084141
157,DOMESTIC VIOLENCE,03/14/2020 11:44:00 AM,20-014416,VIOLATION CUSTODY DECREE,26Y,6600 LION WY,Oakland,CA,"6600 LION WY
Oakland, CA
(37.758667, -122.198418)",37.7586428,-122.1984404
158,MISDEMEANOR ASSAULT,03/07/2020 01:08:00 AM,20-012966,VANDALISM (AMENDED),32X,1200 99TH AV,Oakland,CA,"1200 99TH AV
Oakland, CA
(37.74234, -122.171256)",37.7428052,-122.1707213
159,STOLEN VEHICLE,01/06/2020 12:00:00 PM,20-012854,VEHICLE THEFT - AUTO,21X,2700 E 21ST ST,Oakland,CA,"2700 E 21ST ST
Oakland, CA
(37.78567, -122.226594)",37.7857824,-122.2265003
160,,03/06/2020 01:58:00 PM,20-012882,THEFT,22X,3300 FRUITVALE AV,Oakland,CA,"3300 FRUITVALE AV
Oakland, CA
(37.798748, -122.216742)",37.7986634,-122.2168627
161,STOLEN VEHICLE,03/04/2020 09:00:00 AM,20-012653,VEHICLE THEFT - AUTO,32Y,10400 VOLTAIRE AV,Oakland,CA,"10400 VOLTAIRE AV
Oakland, CA
(37.743436, -122.155323)",37.7436121,-122.1551572
162,PETTY THEFT,03/05/2020 03:30:00 PM,20-012994,THEFT,24X,2300 RANSOM AV,Oakland,CA,"2300 RANSOM AV
Oakland, CA
(37.783955, -122.211185)",37.783864,-122.2113427
163,BURG - COMMERCIAL,03/07/2020 03:45:00 AM,20-012974,BURGLARY-FORCIBLE ENTRY,21Y,2600 FRUITVALE AV,Oakland,CA,"2600 FRUITVALE AV
Oakland, CA
(37.789313, -122.220535)",37.7892596,-122.2203279
164,THREATS,03/07/2020 09:55:00 PM,20-013131,THREAT CRIME:INT:TERRORIZE,24X,1900 36TH AV,Oakland,CA,"1900 36TH AV
Oakland, CA
(37.78083, -122.218667)",37.7808557,-122.2186809
165,DOMESTIC VIOLENCE,03/02/2020 05:00:00 PM,20-012290,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,400 HALE AV,Oakland,CA,"400 HALE AV
Oakland, CA
(37.732213, -122.181307)",37.7322,-122.1809346
166,FELONY ASSAULT,03/06/2020 11:22:00 PM,20-012947,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,02Y,1300 CAMPBELL ST,Oakland,CA,"1300 CAMPBELL ST
Oakland, CA
(37.81135, -122.295754)",37.8113654,-122.2957445
167,VANDALISM,03/06/2020 10:20:00 PM,20-906790,VANDALISM,04X,1600 WEBSTER ST,Oakland,CA,"1600 WEBSTER ST
Oakland, CA
(37.805045, -122.26775)",37.8050367,-122.2673911
168,MISDEMEANOR ASSAULT,03/06/2020 10:46:00 PM,20-012945,BATTERY,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)",37.8174993,-122.2614008
169,STOLEN VEHICLE,03/05/2020 04:00:00 PM,20-012804,VEHICLE THEFT - AUTO,05Y,1700 14TH ST,Oakland,CA,"1700 14TH ST
Oakland, CA
(37.812656, -122.296523)",37.8126657,-122.2965124
170,,03/18/2020 08:34:00 AM,20-015037,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,35X,2300 85TH AV,Oakland,CA,"2300 85TH AV
Oakland, CA
(37.758573, -122.166796)",37.7584184,-122.1666888
171,FELONY ASSAULT,04/19/2020 02:05:00 AM,20-019929,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,9900 B ST,Oakland,CA,"9900 B ST
Oakland, CA
(37.741892, -122.173221)",37.7420142,-122.1730307
172,BURG - AUTO,01/27/2020 05:46:00 PM,20-906772,BURGLARY-AUTO,77X,DALE PLACE,Oakland,CA,"DALE PLACE
Oakland, CA",37.7862,-122.2041712
173,BURG - AUTO,03/07/2020 01:10:00 PM,20-906785,BURGLARY-AUTO,23X,3600 E 12TH ST,Oakland,CA,"3600 E 12TH ST
Oakland, CA
(37.775111, -122.222454)",37.7748675,-122.2220239
174,BURG - AUTO,05/03/2020 04:00:00 PM,20-909742,BURGLARY-AUTO,22Y,JOAQUIN MILLER RD & SKYLINE BLVD,Oakland,CA,"JOAQUIN MILLER RD & SKYLINE BLVD
Oakland, CA
(37.805027, -122.179167)",37.804982,-122.1791643
175,STOLEN VEHICLE,03/16/2020 11:41:00 AM,20-014195,VEHICLE THEFT - AUTO,26X,5000 COLISEUM WY,Oakland,CA,"5000 COLISEUM WY
Oakland, CA
(37.764251, -122.2152)",37.7640602,-122.2144743
176,MISDEMEANOR ASSAULT,03/07/2020 09:44:00 AM,20-013021,DISTURB THE PEACE,26Y,1000 81ST AV,Oakland,CA,"1000 81ST AV
Oakland, CA
(37.752946, -122.185705)",37.7528375,-122.1856246
177,,05/14/2020 08:45:00 AM,20-024027,VANDALISM,35X,2300 84TH AV,Oakland,CA,"2300 84TH AV
Oakland, CA
(37.759261, -122.167514)",37.7592684,-122.1675345
178,,04/11/2020 04:25:00 PM,20-018741,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,300 7TH ST,Oakland,CA,"300 7TH ST
Oakland, CA
(37.798102, -122.270623)",37.7983618,-122.2705496
179,BURG - AUTO,04/02/2020 04:59:00 AM,20-907973,BURGLARY-AUTO,16Y,1200 BATES RD,Oakland,CA,"1200 BATES RD
Oakland, CA
(37.806198, -122.230459)",37.8060838,-122.2304427
180,OTHER SEX OFFENSES,04/29/2020 01:35:00 PM,20-021638,DUMP WASTE ON PUBLIC/PRIVATE ROAD/PROPERTY,22Y,3200 KANSAS ST,Oakland,CA,"3200 KANSAS ST
Oakland, CA
(37.796572, -122.201431)",37.7970832,-122.2020827
181,,04/29/2020 07:00:00 PM,20-021771,VEHICLE THEFT - AUTO,09X,3800 BLOCK OF PIEDMONT AV,Oakland,CA,"3800 BLOCK OF PIEDMONT AV
Oakland, CA
(37.823931, -122.255664)",37.8239276,-122.2553978
182,THREATS,04/17/2020 08:48:00 AM,20-019611,THREAT CRIME:INT:TERRORIZE,05X,1700 MYRTLE ST,Oakland,CA,"1700 MYRTLE ST
Oakland, CA
(37.81083, -122.28111)",37.810767,-122.280807
183,STOLEN VEHICLE,02/25/2020 10:00:00 AM,20-011051,VEHICLE THEFT - AUTO,04X,2000 BROADWAY,Oakland,CA,"2000 BROADWAY
Oakland, CA
(37.80946, -122.267903)",37.8093419,-122.2677371
184,PETTY THEFT,02/24/2020 12:48:00 PM,20-010708,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,29X,5800 BANCROFT AV,Oakland,CA,"5800 BANCROFT AV
Oakland, CA
(37.771009, -122.192459)",37.7714244,-122.1926083
185,VANDALISM,05/13/2020 06:00:00 AM,20-023804,VANDALISM:DAMAGE PROPERTY,28X,3100 HIGH ST,Oakland,CA,"3100 HIGH ST
Oakland, CA
(37.784691, -122.199955)",37.7844468,-122.1997245
186,VANDALISM,04/25/2020 11:30:00 PM,20-909334,VANDALISM,08X,2600 TELEGRAPH AV,Oakland,CA,"2600 TELEGRAPH AV
Oakland, CA
(37.815741, -122.268022)",37.8156519,-122.2675772
187,MISCELLANEOUS TRAFFIC CRIME,03/20/2020 08:08:00 PM,20-015449,VIOLATION PAROLE:FELONY,02X,1300 10TH ST,Oakland,CA,"1300 10TH ST
Oakland, CA
(37.807333, -122.290253)",37.8074338,-122.2906616
188,MISDEMEANOR ASSAULT,03/07/2020 02:45:00 AM,20-012968,BATTERY,03Y,400 9TH ST,Oakland,CA,"400 9TH ST
Oakland, CA
(37.800422, -122.272102)",37.80041990000001,-122.2721166
189,VANDALISM,03/08/2020 02:20:00 PM,20-013209,MALICIOUSLY DESTROY OTHER'S PROPERTY,18Y,2200 E 23RD ST,Oakland,CA,"2200 E 23RD ST
Oakland, CA
(37.791187, -122.231734)",37.7912493,-122.2314203
190,FELONY ASSAULT,03/08/2020 09:24:00 AM,20-013177,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,27Y,1400 51ST AV,Oakland,CA,"1400 51ST AV
Oakland, CA
(37.769231, -122.207769)",37.7691481,-122.2078716
191,,02/17/2020 09:00:00 PM,20-012186,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30Y,7700 BANCROFT AV,Oakland,CA,"7700 BANCROFT AV
Oakland, CA
(37.763795, -122.17415)",37.7642781,-122.1743458
192,BURG - RESIDENTIAL,03/07/2020 08:11:00 AM,20-012990,BURGLARY-NO FORCE,17X,1900 9TH AV,Oakland,CA,"1900 9TH AV
Oakland, CA
(37.796245, -122.245772)",37.7961215,-122.2458746
193,THREATS,04/29/2020 03:50:00 PM,20-021636,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,34X,1700 94TH AV,Oakland,CA,"1700 94TH AV
Oakland, CA
(37.748774, -122.169124)",37.7486148,-122.168995
194,FELONY ASSAULT,03/07/2020 03:39:00 PM,20-013075,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,32X,10900 INTERNATIONAL BLVD,Oakland,CA,"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73672, -122.164746)",37.73703649999999,-122.1643118
195,,03/29/2020 07:44:00 AM,20-016673,ASSAULT WITH FIREARM ON PERSON,26Y,800 BLK 71ST AVE,Oakland,CA,"800 BLK 71ST AVE
Oakland, CA
(37.754147, -122.19791)",37.7545218,-122.1971577
196,THREATS,03/29/2020 12:30:00 PM,20-016668,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,02X,900 POPLAR CT,Oakland,CA,"900 POPLAR CT
Oakland, CA
(37.806537, -122.290987)",37.8069199,-122.2906769
197,STOLEN AND RECOVERED VEHICLE,03/28/2020 03:30:00 PM,20-016577,VEHICLE THEFT - AUTO,02Y,700 HENRY ST,Oakland,CA,"700 HENRY ST
Oakland, CA
(37.805953, -122.296975)",37.8058449,-122.2970296
198,STOLEN VEHICLE,03/04/2020 09:00:00 PM,20-012739,VEHICLE THEFT - AUTO,34X,8400 HOLLY ST,Oakland,CA,"8400 HOLLY ST
Oakland, CA
(37.754809, -122.176052)",37.7551514,-122.1763264
199,,04/23/2020 02:00:00 PM,20-021709,TAMPER WITH VEHICLE,21X,2100 BLOCK OF 25TH AVE,Oakland,CA,"2100 BLOCK OF 25TH AVE
Oakland, CA
(37.786806, -122.228018)",37.7865997,-122.2282125
200,STOLEN VEHICLE,03/05/2020 04:58:00 PM,20-012728,VEHICLE THEFT - AUTO,25X,4200 MASTERSON ST,Oakland,CA,"4200 MASTERSON ST
Oakland, CA
(37.788786, -122.195013)",37.78889119999999,-122.19513
201,,04/27/2020 05:00:00 PM,20-021843,THEFT,33X,900 83RD AVE,Oakland,CA,"900 83RD AVE
Oakland, CA
(37.749514, -122.188958)",37.750607,-122.1865422
202,PETTY THEFT,04/01/2020 04:30:00 PM,20-907979,THEFT,15X,2200 PARK BLVD,Oakland,CA,"2200 PARK BLVD
Oakland, CA
(37.8012, -122.246868)",37.8011413,-122.2470416
203,BURG - AUTO,04/15/2020 05:00:00 PM,20-908658,BURGLARY-AUTO,77X,BROADWAY TERRACE,Oakland,CA,"BROADWAY TERRACE
Oakland, CA",37.8429899,-122.232007
204,BURG - AUTO,01/24/2020 08:31:00 PM,20-906705,BURGLARY-AUTO,28X,4400 VIRGINIA AV,Oakland,CA,"4400 VIRGINIA AV
Oakland, CA
(37.783455, -122.198863)",37.7835784,-122.1986604
205,,03/13/2020 08:43:00 PM,20-014328,BATTERY,31Z,100 CATRON DR,Oakland,CA,"100 CATRON DR
Oakland, CA
(37.725666, -122.176435)",37.7257774,-122.1772369
206,STOLEN VEHICLE,03/05/2020 12:00:00 PM,20-012871,VEHICLE THEFT - AUTO,15X,CLEVELAND AV & HADDON RD,Oakland,CA,"CLEVELAND AV & HADDON RD
Oakland, CA
(37.805126, -122.246068)",37.8041148,-122.2465536
207,MISDEMEANOR ASSAULT,03/07/2020 11:40:00 AM,20-013034,BATTERY,26X,4300 SAN LEANDRO ST,Oakland,CA,"4300 SAN LEANDRO ST
Oakland, CA
(37.770611, -122.217148)",37.7706218,-122.2171275
208,ROBBERY,03/10/2020 12:00:00 AM,20-018554,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31Y,200 TUNIS RD,Oakland,CA,"200 TUNIS RD
Oakland, CA
(37.732744, -122.19478)",37.7327489,-122.1947836
209,BURG - AUTO,03/07/2020 01:00:00 AM,20-906797,BURGLARY-AUTO,25X,3800 HUNTINGTON ST,Oakland,CA,"3800 HUNTINGTON ST
Oakland, CA
(37.788084, -122.189259)",37.7880618,-122.1893019
210,BURG - RESIDENTIAL,02/18/2020 10:00:00 AM,20-012612,BURGLARY-NO FORCE,11X,600 58TH ST,Oakland,CA,"600 58TH ST
Oakland, CA
(37.843464, -122.2648)",37.8435961,-122.2649654
211,PETTY THEFT,10/11/2019 07:53:00 PM,19-053270,ATTEMPT THEFT,23X,1600 HIGH ST,Oakland,CA,"1600 HIGH ST
Oakland, CA
(37.773599, -122.213189)",37.7737718,-122.2129682
212,ROBBERY,03/27/2020 05:55:00 PM,20-016461,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,1200 2ND AV,Oakland,CA,"1200 2ND AV
Oakland, CA
(37.797569, -122.256872)",37.7972877,-122.2572781
213,VANDALISM,03/03/2020 11:19:00 AM,20-906801,VANDALISM,04X,1700 FRANKLIN ST,Oakland,CA,"1700 FRANKLIN ST
Oakland, CA
(37.806175, -122.268505)",37.8062072,-122.2682573
214,FELONY ASSAULT,04/17/2020 12:30:00 PM,20-020199,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,02X,1100 10TH ST,Oakland,CA,"1100 10TH ST
Oakland, CA
(37.806388, -122.286105)",37.8054105,-122.2815057
215,,05/14/2020 12:57:00 PM,20-024102,VEHICLE THEFT - AUTO,10Y,IFO 879 58TH ST,Oakland,CA,"IFO 879 58TH ST
Oakland, CA",37.8429433,-122.2729875
216,STOLEN VEHICLE,04/22/2020 12:00:00 PM,20-020570,VEHICLE THEFT - AUTO,27Y,6500 ARTHUR ST,Oakland,CA,"6500 ARTHUR ST
Oakland, CA
(37.768626, -122.185378)",37.7687876,-122.185554
217,STOLEN VEHICLE,02/26/2020 04:12:00 PM,20-011117,VEHICLE THEFT - AUTO,26Y,800 81ST AV,Oakland,CA,"800 81ST AV
Oakland, CA
(37.750269, -122.191379)",37.7498195,-122.192279
218,GRAND THEFT,03/20/2020 11:15:00 AM,20-907525,MAIL/ETC THEFT/ETC,01X,200 3RD ST,Oakland,CA,"200 3RD ST
Oakland, CA
(37.794649, -122.270557)",37.794868,-122.270417
219,FELONY ASSAULT,03/06/2020 08:04:00 PM,20-012927,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,31Y,85TH AV & ENTERPRISE WY,Oakland,CA,"85TH AV & ENTERPRISE WY
Oakland, CA
(37.741841, -122.191952)",37.7418392,-122.191966
220,STOLEN VEHICLE,03/06/2020 09:22:00 AM,20-012830,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA,"700 KEVIN CT
Oakland, CA
(37.758133, -122.207264)",37.7576486,-122.2069733
221,FORCIBLE RAPE,04/09/2020 02:00:00 PM,20-018463,ATTEMPTED RAPE,17Y,2200 14TH AV,Oakland,CA,"2200 14TH AV
Oakland, CA
(37.794444, -122.239034)",37.7944589,-122.2390226
222,DISORDERLY CONDUCT,03/07/2020 04:40:00 PM,20-013083,OFFENSIVE WORDS IN PUBLIC PLACE,22Y,4100 REDWOOD RD,Oakland,CA,"4100 REDWOOD RD
Oakland, CA
(37.79774, -122.183222)",37.7983179,-122.182455
223,FELONY ASSAULT,03/06/2020 05:00:00 AM,20-012793,BURGLARY-AUTO,31Z,400 GRAMERCY PL,Oakland,CA,"400 GRAMERCY PL
Oakland, CA
(37.729663, -122.181268)",37.7296583,-122.1812756
224,VANDALISM,03/08/2020 08:00:00 AM,20-906780,VANDALISM,22Y,9800 SKYLINE BLVD,Oakland,CA,"9800 SKYLINE BLVD
Oakland, CA
(37.818527, -122.18256)",37.8188406,-122.1841634
225,MISDEMEANOR ASSAULT,04/11/2020 08:25:00 PM,20-908675,ASSAULT,30Y,8100 NEY AV,Oakland,CA,"8100 NEY AV
Oakland, CA
(37.764048, -122.164148)",37.7641788,-122.1639391
226,EMBEZZLEMENT,01/27/2020 12:09:00 PM,20-012997,EMBEZZLE LEASED/RENTED VEHICLE,03Y,1000 BROADWAY,Oakland,CA,"1000 BROADWAY
Oakland, CA
(37.801863, -122.272663)",0.0,0.0
227,BURG - COMMERCIAL,03/06/2020 05:16:00 AM,20-012795,BURGLARY-FORCIBLE ENTRY,27X,4800 FOOTHILL BLVD,Oakland,CA,"4800 FOOTHILL BLVD
Oakland, CA
(37.772644, -122.207341)",37.7729168,-122.2072171
228,GRAND THEFT,03/25/2020 04:30:00 AM,20-907702,GRAND THEFT,25X,3800 LOMA VISTA AV,Oakland,CA,"3800 LOMA VISTA AV
Oakland, CA
(37.79404, -122.196699)",37.7938951,-122.1964879
229,BURG - COMMERCIAL,02/26/2020 02:13:00 AM,20-011070,BURGLARY-NO FORCE,04X,100 GRAND AV,Oakland,CA,"100 GRAND AV
Oakland, CA
(37.811432, -122.265382)",37.8116312,-122.2646355
230,,04/27/2020 06:00:00 PM,20-021400,THEFT,26Y,7500 RUDSDALE ST,Oakland,CA,"7500 RUDSDALE ST
Oakland, CA
(37.756911, -122.187862)",37.7569748,-122.1879356
231,,04/30/2020 09:37:00 AM,20-021731,POSS STOLEN VEH/VES/ETC,26X,500 BLK INDEPENDENT RD,Oakland,CA,"500 BLK INDEPENDENT RD
Oakland, CA
(37.755159, -122.208286)",37.7553851,-122.2080373
232,GRAND THEFT,06/10/2019 10:00:00 AM,20-907990,GRAND THEFT,25Y,5200 OLD REDWOOD RD,Oakland,CA,"5200 OLD REDWOOD RD
Oakland, CA
(37.796471, -122.173731)",37.7962375,-122.1729641
233,GRAND THEFT,04/03/2020 03:15:00 AM,20-908015,GRAND THEFT,16Y,3800 CANON AV,Oakland,CA,"3800 CANON AV
Oakland, CA
(37.802192, -122.217941)",37.80217500000001,-122.2177236
234,,04/27/2020 03:10:00 PM,20-021256,VEHICLE THEFT - AUTO,32Y,9800 THERMAL ST,Oakland,CA,"9800 THERMAL ST
Oakland, CA
(37.750252, -122.157845)",37.7502621,-122.157842
235,OTHER,03/24/2020 06:30:00 AM,20-015937,THEFT,35X,2600 CHEROKEE AV,Oakland,CA,"2600 CHEROKEE AV
Oakland, CA
(37.75171, -122.15619)",37.752072,-122.1560443
236,RECOVERED O/S STOLEN,04/29/2020 12:40:00 PM,20-021606,VEHICLE THEFT - AUTO,27X,FOOTHILL BLVD & HIGH ST,Oakland,CA,"FOOTHILL BLVD & HIGH ST
Oakland, CA
(37.774673, -122.211777)",37.77468959999999,-122.2117962
